person,personLabel,propLabel,ppaLabel,qual_propLabel,qual_valueLabel,qual_value,prop,ppa,qual_prop,s
https://beyond-notability.wikibase.cloud/entity/Q1310,Ethel Stokes,spoke at,meeting,of,Congress of Archaeological Societies,https://beyond-notability.wikibase.cloud/entity/Q186,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1310-51391ad2-4b2c-31ba-0792-fd7eb747ee3f
https://beyond-notability.wikibase.cloud/entity/Q1310,Ethel Stokes,was delegate at (item),Congress of the Congress of Archaeological Societies,point in time,1927-01-01T00:00:00Z,1927-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q184,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1310-d03b2e88-4a97-c342-fdd2-8a6f0e3811ae
https://beyond-notability.wikibase.cloud/entity/Q1310,Ethel Stokes,was delegate at (item),Congress of the Congress of Archaeological Societies,note,Stokes was representing the British Record Society,Stokes was representing the British Record Society,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q184,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q1310-d03b2e88-4a97-c342-fdd2-8a6f0e3811ae
https://beyond-notability.wikibase.cloud/entity/Q1310,Ethel Stokes,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,point in time,1932-11-15T00:00:00Z,1932-11-15T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1310-3519a2ad-495d-74cb-ebfc-ca738fd45ece
https://beyond-notability.wikibase.cloud/entity/Q1310,Ethel Stokes,was delegate at (item),Congress of Archaeological Societies Annual General Meeting,of,British Record Society,https://beyond-notability.wikibase.cloud/entity/Q2507,https://beyond-notability.wikibase.cloud/entity/P71,https://beyond-notability.wikibase.cloud/entity/Q3644,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q1310-3519a2ad-495d-74cb-ebfc-ca738fd45ece
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,was delegate at (free text),opening of the Ambrosian Library in Rome,point in time,1926-11-17T00:00:00Z,1926-11-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P72,opening of the Ambrosian Library in Rome,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q23-dbd540b2-4401-2891-7d51-e6563c0bdb7b
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,was delegate at (free text),opening of the Ambrosian Library in Rome,instance of,event,https://beyond-notability.wikibase.cloud/entity/Q772,https://beyond-notability.wikibase.cloud/entity/P72,opening of the Ambrosian Library in Rome,https://beyond-notability.wikibase.cloud/entity/P12,https://beyond-notability.wikibase.cloud/entity/statement/Q23-dbd540b2-4401-2891-7d51-e6563c0bdb7b
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,was delegate at (free text),opening of the Ambrosian Library in Rome,location,Rome,https://beyond-notability.wikibase.cloud/entity/Q40,https://beyond-notability.wikibase.cloud/entity/P72,opening of the Ambrosian Library in Rome,https://beyond-notability.wikibase.cloud/entity/P2,https://beyond-notability.wikibase.cloud/entity/statement/Q23-dbd540b2-4401-2891-7d51-e6563c0bdb7b
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,was delegate at (free text),opening of the Ambrosian Library in Rome,note,Strong was appointed the Society of Antiquaries representative,Strong was appointed the Society of Antiquaries representative,https://beyond-notability.wikibase.cloud/entity/P72,opening of the Ambrosian Library in Rome,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q23-dbd540b2-4401-2891-7d51-e6563c0bdb7b
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,was delegate at (free text),opening of the Ambrosian Library in Rome,note,"Due to illness, Strong was unable to go to this event; the Society's Executive Committee appointed Dr Worthy to be her replacement.","Due to illness, Strong was unable to go to this event; the Society's Executive Committee appointed Dr Worthy to be her replacement.",https://beyond-notability.wikibase.cloud/entity/P72,opening of the Ambrosian Library in Rome,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q23-dbd540b2-4401-2891-7d51-e6563c0bdb7b
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,title of paper,Greek head in the possession of T. Humphrey Ward,Greek head in the possession of T. Humphrey Ward,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q23-faa9890f-42a9-ae8a-1811-6bc6c64da098
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,of,Society for the Promotion of Hellenic Studies,https://beyond-notability.wikibase.cloud/entity/Q269,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q23-faa9890f-42a9-ae8a-1811-6bc6c64da098
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,point in time,1892-10-17T00:00:00Z,1892-10-17T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q23-fdd6e0f5-46be-395c-9216-42d6e5a5bfd1
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,title of paper,Some Early Homeric Vase-Paintings,Some Early Homeric Vase-Paintings,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q23-fdd6e0f5-46be-395c-9216-42d6e5a5bfd1
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,of,Society for the Promotion of Hellenic Studies,https://beyond-notability.wikibase.cloud/entity/Q269,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q23-fdd6e0f5-46be-395c-9216-42d6e5a5bfd1
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,Archaeological Institute of America,point in time,1913-01-01T00:00:00Z,1913-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q1431,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q23-0c7ece5e-478c-b591-6142-90e128c0ccf1
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,Archaeological Institute of America,note,"Strong went on a lecture tour of the Archaeological Institute of America's Circuits (Eastern US, Eastern Canada, Central US) as the Norton Memorial Lecturer, 1913","Strong went on a lecture tour of the Archaeological Institute of America's Circuits (Eastern US, Eastern Canada, Central US) as the Norton Memorial Lecturer, 1913",https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q1431,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q23-0c7ece5e-478c-b591-6142-90e128c0ccf1
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,organiser of,exhibition,point in time,1903-01-01T00:00:00Z,1903-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P113,https://beyond-notability.wikibase.cloud/entity/Q756,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q23-806c76be-4d26-970d-5011-42543348bee9
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,organiser of,exhibition,location,Burlington Fine Arts Club,https://beyond-notability.wikibase.cloud/entity/Q2070,https://beyond-notability.wikibase.cloud/entity/P113,https://beyond-notability.wikibase.cloud/entity/Q756,https://beyond-notability.wikibase.cloud/entity/P2,https://beyond-notability.wikibase.cloud/entity/statement/Q23-806c76be-4d26-970d-5011-42543348bee9
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,organiser of,exhibition,note,Strong was credited as the main organiser of the Loan Exhibition of ancient Greek Art,Strong was credited as the main organiser of the Loan Exhibition of ancient Greek Art,https://beyond-notability.wikibase.cloud/entity/P113,https://beyond-notability.wikibase.cloud/entity/Q756,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q23-806c76be-4d26-970d-5011-42543348bee9
https://beyond-notability.wikibase.cloud/entity/Q23,Eugénie Sellers Strong,spoke at,meeting,point in time,1894-05-28T00:00:00Z,1894-05-28T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q23-faa9890f-42a9-ae8a-1811-6bc6c64da098
https://beyond-notability.wikibase.cloud/entity/Q923,Evelyn Mary Holden,spoke at,meeting,point in time,1906-01-01T00:00:00Z,1906-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q923-c3e0f91d-4024-2241-7fb3-4a3fc8533b36
https://beyond-notability.wikibase.cloud/entity/Q923,Evelyn Mary Holden,spoke at,meeting,note,"Holden presented her paper during the Society's visit to her home, Nuthall Temple","Holden presented her paper during the Society's visit to her home, Nuthall Temple",https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q923-c3e0f91d-4024-2241-7fb3-4a3fc8533b36
https://beyond-notability.wikibase.cloud/entity/Q923,Evelyn Mary Holden,spoke at,meeting,title of paper,Nuthall Temple,Nuthall Temple,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q923-c3e0f91d-4024-2241-7fb3-4a3fc8533b36
https://beyond-notability.wikibase.cloud/entity/Q923,Evelyn Mary Holden,spoke at,meeting,of,Thoroton Society,https://beyond-notability.wikibase.cloud/entity/Q1638,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q923-c3e0f91d-4024-2241-7fb3-4a3fc8533b36
https://beyond-notability.wikibase.cloud/entity/Q788,Fanny Bland,spoke at,Annual Meeting,point in time,1880-06-16T00:00:00Z,1880-06-16T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q788-cf721c76-45e7-7476-b5a0-1b95d7da63e8
https://beyond-notability.wikibase.cloud/entity/Q788,Fanny Bland,spoke at,Annual Meeting,note,"Bland's paper was accompanied by a plan of the stone circle at Gamelands, Bland House Brow","Bland's paper was accompanied by a plan of the stone circle at Gamelands, Bland House Brow",https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q788-cf721c76-45e7-7476-b5a0-1b95d7da63e8
https://beyond-notability.wikibase.cloud/entity/Q788,Fanny Bland,spoke at,Annual Meeting,title of paper,A link between two Westmorlands,A link between two Westmorlands,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q788-cf721c76-45e7-7476-b5a0-1b95d7da63e8
https://beyond-notability.wikibase.cloud/entity/Q788,Fanny Bland,spoke at,Annual Meeting,of,Cumberland and Westmorland Antiquarian and Archaeological Society,https://beyond-notability.wikibase.cloud/entity/Q496,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q682,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q788-cf721c76-45e7-7476-b5a0-1b95d7da63e8
https://beyond-notability.wikibase.cloud/entity/Q816,Fanny Mary Katherine Bulkeley-Owen,spoke at,meeting,point in time,1894-01-01T00:00:00Z,1894-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q816-30e0ac36-408f-8ee5-ba18-4ccb36087cf8
https://beyond-notability.wikibase.cloud/entity/Q816,Fanny Mary Katherine Bulkeley-Owen,spoke at,meeting,note,Bulkeley-Owen gave evidence on the history of Maelor Snaesag from the Roman times onwards before the Welsh Land Commission during a meeting of the Commission at Hanmer.,Bulkeley-Owen gave evidence on the history of Maelor Snaesag from the Roman times onwards before the Welsh Land Commission during a meeting of the Commission at Hanmer.,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q816-30e0ac36-408f-8ee5-ba18-4ccb36087cf8
https://beyond-notability.wikibase.cloud/entity/Q905,Florence Grove,spoke at,Elected Persons Conference,point in time,1901-01-01T00:00:00Z,1901-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q4030,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q905-4b36cdff-49d8-ed94-74fa-5b6a15ceb91e
https://beyond-notability.wikibase.cloud/entity/Q905,Florence Grove,spoke at,Elected Persons Conference,location,Leicester,https://beyond-notability.wikibase.cloud/entity/Q1297,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q4030,https://beyond-notability.wikibase.cloud/entity/P2,https://beyond-notability.wikibase.cloud/entity/statement/Q905-4b36cdff-49d8-ed94-74fa-5b6a15ceb91e
https://beyond-notability.wikibase.cloud/entity/Q905,Florence Grove,spoke at,Elected Persons Conference,title of paper,Farm Colonies,Farm Colonies,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q4030,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q905-4b36cdff-49d8-ed94-74fa-5b6a15ceb91e
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Royal Academy Summer Exhibition,point in time,1899-01-01T00:00:00Z,1899-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q510,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-4469253a-45b1-75c1-1905-9951aded662b
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Royal Academy Summer Exhibition,point in time,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q510,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-4469253a-45b1-75c1-1905-9951aded662b
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Arts and Crafts Exhibition Society Exhibition,point in time,1903-01-01T00:00:00Z,1903-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q580,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Arts and Crafts Exhibition Society Exhibition,point in time,1906-01-01T00:00:00Z,1906-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q580,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Arts and Crafts Exhibition Society Exhibition,point in time,1910-01-01T00:00:00Z,1910-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q580,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Arts and Crafts Exhibition Society Exhibition,point in time,1912-01-01T00:00:00Z,1912-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q580,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Arts and Crafts Exhibition Society Exhibition,point in time,1916-01-01T00:00:00Z,1916-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q580,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,St Louis International Exposition,point in time,1904-01-01T00:00:00Z,1904-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q2813,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-b92c3320-41a7-561a-1320-6d8d84af3c3d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,St Louis International Exposition,note,Kingsford's work was displayed in the British Section,Kingsford's work was displayed in the British Section,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q2813,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q573-b92c3320-41a7-561a-1320-6d8d84af3c3d
https://beyond-notability.wikibase.cloud/entity/Q573,Florence Kingsford,exhibited at,Women's International Exhibition,point in time,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P13,https://beyond-notability.wikibase.cloud/entity/Q1367,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q573-640671ce-4b3f-93fd-4c91-c3ac455718ff
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,point in time,1892-01-13T00:00:00Z,1892-01-13T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8d6615c7-4bab-640e-cb97-7c54693a9146
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,title of paper,Henri duc de Rohan,Henri duc de Rohan,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8d6615c7-4bab-640e-cb97-7c54693a9146
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,of,Huguenot Society of London,https://beyond-notability.wikibase.cloud/entity/Q1133,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8d6615c7-4bab-640e-cb97-7c54693a9146
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,point in time,1889-03-13T00:00:00Z,1889-03-13T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q949-792f21db-4c48-e85e-c1ac-2502923c2d2a
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,note,Layard's paper was read on her behalf by the Society's Honorary Secretary,Layard's paper was read on her behalf by the Society's Honorary Secretary,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q949-792f21db-4c48-e85e-c1ac-2502923c2d2a
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,title of paper,Huguenots in North Britain,Huguenots in North Britain,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q949-792f21db-4c48-e85e-c1ac-2502923c2d2a
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,of,Huguenot Society of London,https://beyond-notability.wikibase.cloud/entity/Q1133,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q949-792f21db-4c48-e85e-c1ac-2502923c2d2a
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,point in time,1890-02-10T00:00:00Z,1890-02-10T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q949-241bebc1-42ef-491a-fe36-d1f295b78e98
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,title of paper,The Life of Madame du Noyer,The Life of Madame du Noyer,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q949-241bebc1-42ef-491a-fe36-d1f295b78e98
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,of,Huguenot Society of London,https://beyond-notability.wikibase.cloud/entity/Q1133,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q949-241bebc1-42ef-491a-fe36-d1f295b78e98
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,point in time,1893-11-15T00:00:00Z,1893-11-15T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8211bc86-4be3-eafb-530b-7f31d34c808d
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,title of paper,Traces of Refugees at Bath,Traces of Refugees at Bath,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8211bc86-4be3-eafb-530b-7f31d34c808d
https://beyond-notability.wikibase.cloud/entity/Q949,Florence Louisa Layard,spoke at,meeting,of,Huguenot Society of London,https://beyond-notability.wikibase.cloud/entity/Q1133,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q31,https://beyond-notability.wikibase.cloud/entity/P78,https://beyond-notability.wikibase.cloud/entity/statement/Q949-8211bc86-4be3-eafb-530b-7f31d34c808d
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,point in time,1948-03-03T00:00:00Z,1948-03-03T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-b3a1f4b2-4cd3-59bd-ab62-f3609ea10656
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,note,Patchett is one of the named respondents in the discussion following meeting presentation,Patchett is one of the named respondents in the discussion following meeting presentation,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-b3a1f4b2-4cd3-59bd-ab62-f3609ea10656
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,point in time,1942-01-07T00:00:00Z,1942-01-07T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-722db28b-404e-04c7-54b0-eda53bedcd93
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,note,Patchett is listed as one of the discussants following the meeting's presentation.,Patchett is listed as one of the discussants following the meeting's presentation.,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P47,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-722db28b-404e-04c7-54b0-eda53bedcd93
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,point in time,1945-01-24T00:00:00Z,1945-01-24T00:00:00Z,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P1,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-589953b2-40db-c52d-14fc-741dda0a183f
https://beyond-notability.wikibase.cloud/entity/Q1115,Florence Margaret Patchett,spoke at,Royal Archaeological Institute Meeting,title of paper,Cornish Bronze Age Pottery,Cornish Bronze Age Pottery,https://beyond-notability.wikibase.cloud/entity/P23,https://beyond-notability.wikibase.cloud/entity/Q29,https://beyond-notability.wikibase.cloud/entity/P77,https://beyond-notability.wikibase.cloud/entity/statement/Q1115-589953b2-40db-c52d-14fc-741dda0a183f
