record_id,person,person_label,year,author,journal_std_title,journal_std_grp,volume,ads_record_id,ads_id
998,Q3993,Katharine Augusta Oliver,1928,"F S Oliver
                                                J G Callander",Proceedings of the Society of Antiquaries of Scotland,Proceedings of the Society of Antiquaries of Scotland,63,3185606,72023
999,Q412,Rachel Harriette Busk,1890,R H Busk,Folklore,Folklore,1,3112933,48739
1000,Q418,Emily Mary Pritchard,1906,Emily M Pritchard,Archaeologia Cambrensis,Archaeologia Cambrensis,61,3050192,46724
1001,Q4194,Amy Flagg,1952,A C Flagg,Proceedings of the Society of Antiquaries of Newcastle-upon-Tyne,Proceedings of the Society of Antiquaries of Newcastle-upon-Tyne,1,3126118,38463
1009,Q434,Maud Cunnington,1923,Maud E Cunnington,Archaeologia Cambrensis,Archaeologia Cambrensis,78,3050404,39861
1010,Q434,Maud Cunnington,1912,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071043,39861
1012,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070998,39861
1013,Q434,Maud Cunnington,1912,"Maud E Cunnington
                                                E H Goddard",Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071041,39861
1014,Q434,Maud Cunnington,1914,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,38,3071047,39861
1015,Q434,Maud Cunnington,1912,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071037,39861
1016,Q434,Maud Cunnington,NA,Maud E Cunnington,Man,Man,10,3115213,39861
1017,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070965,39861
1018,Q434,Maud Cunnington,1924,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,42,3071146,39861
1021,Q434,Maud Cunnington,1922,Maud E Cunnington,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,2,3004258,39861
1022,Q434,Maud Cunnington,1923,Maud E Cunnington,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,24,3199513,39861
1023,Q434,Maud Cunnington,1912,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071042,39861
1025,Q434,Maud Cunnington,1914,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,38,3071051,39861
1026,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071291,39861
1027,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071280,39861
1028,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071290,39861
1029,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071272,39861
1030,Q434,Maud Cunnington,1927,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,43,3071150,39861
1031,Q434,Maud Cunnington,1912,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071028,39861
1032,Q434,Maud Cunnington,1919,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,40,3071087,39861
1033,Q434,Maud Cunnington,1927,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,43,3071160,39861
1034,Q434,Maud Cunnington,1914,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,38,3071053,39861
1035,Q434,Maud Cunnington,1933,Maud E Cunnington,Antiquity,Antiquity,7,3007627,39861
1037,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070989,39861
1038,Q434,Maud Cunnington,1908,Maud E Cunnington,Reliquary,Reliquary,14,3140003,39861
1039,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070994,39861
1041,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3071000,39861
1042,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070999,39861
1043,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3070978,39861
1045,Q434,Maud Cunnington,1922,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,41,3071090,39861
1046,Q434,Maud Cunnington,1927,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,43,3071165,39861
1048,Q434,Maud Cunnington,1907,Maud E Cunnington,Reliquary,Reliquary,[1907],3140002,39861
1049,Q434,Maud Cunnington,1908,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,35,3070931,39861
1052,Q434,Maud Cunnington,1908,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,35,3070943,39861
1053,Q434,Maud Cunnington,1924,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,42,3071140,39861
1054,Q434,Maud Cunnington,1927,Maud E Cunnington,Antiquity,Antiquity,1,3007583,39861
1055,Q434,Maud Cunnington,1932,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,45,3071248,39861
1056,Q434,Maud Cunnington,1932,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,45,3071225,39861
1057,Q434,Maud Cunnington,1942,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,49,3122160,39861
1059,Q434,Maud Cunnington,1930,Maud E Cunnington,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,10,3004382,39861
1060,Q434,Maud Cunnington,1922,Maud E Cunnington,Archaeologia Cambrensis,Archaeologia Cambrensis,77,3050398,39861
1061,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071288,39861
1064,Q434,Maud Cunnington,1932,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,45,3071247,39861
1066,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071254,39861
1068,Q434,Maud Cunnington,1910,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,36,3071003,39861
1070,Q434,Maud Cunnington,1914,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,38,3071046,39861
1071,Q434,Maud Cunnington,1912,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,37,3071040,39861
1072,Q434,Maud Cunnington,1927,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,43,3071179,39861
1073,Q434,Maud Cunnington,1932,Maud E Cunnington,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,12,3004432,39861
1074,Q434,Maud Cunnington,1932,Maud E Cunnington,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,12,3004418,39861
1075,Q434,Maud Cunnington,1934,Maud E Cunnington,Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,46,3071269,39861
1076,Q454,Emily Marion Grafton,1908,E M Grafton,Transactions of the Historic Society of Lancashire and Cheshire,Transactions of the Historic Society of Lancashire and Cheshire,59,3124305,41656
1077,Q454,Emily Marion Grafton,1908,E M Grafton,Transactions of the Historic Society of Lancashire and Cheshire,Transactions of the Historic Society of Lancashire and Cheshire,56,3124285,41656
1078,Q469,Josephine Knowles,1905,Josephine Knowles,The Archaeological Journal,The Archaeological Journal,62,3179174,55150
1079,Q469,Josephine Knowles,1922,Josephine Knowles,The Archaeological Journal,The Archaeological Journal,79,3179495,55150
1080,Q475,Louisa Laura Forbes Caton,1915,Louisa L F Caton,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,2,3043432,43069
1081,Q475,Louisa Laura Forbes Caton,1915,Louisa L F Caton,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,2,3043390,43069
1082,Q483,Edith K. Prideaux,NA,Edith K Prideaux,Transactions of the Exeter Diocesan Architectural and Archaeological Society,Transactions of the Exeter Diocesan Architectural and Archaeological Society,3,3132117,41379
1083,Q483,Edith K. Prideaux,1907,Edith K Prideaux,The Archaeological Journal,The Archaeological Journal,64,3179220,41379
1084,Q483,Edith K. Prideaux,NA,"Philip Nelson
                                                Edith K Prideaux",Transactions of the Exeter Diocesan Architectural and Archaeological Society,Transactions of the Exeter Diocesan Architectural and Archaeological Society,3,3132120,41379
1085,Q483,Edith K. Prideaux,1918,Edith K Prideaux,The Archaeological Journal,The Archaeological Journal,75,3179433,41379
1086,Q483,Edith K. Prideaux,1912,Edith K Prideaux,The Archaeological Journal,The Archaeological Journal,69,3179318,41379
1087,Q483,Edith K. Prideaux,1915,Edith K Prideaux,The Archaeological Journal,The Archaeological Journal,72,3179382,41379
1088,Q485,Miss Allen,NA,Allen,Folk-lore Record,Folklore,5,3143208,49101
1089,Q488,Emily Winifred Allen,1893,Thomas Allen,Archaeologia Cambrensis,Archaeologia Cambrensis,48,3051331,46584
1090,Q489,Emily Jane Andrews,1895,Emily J Andrews,Folklore,Folklore,6,3113277,49007
1092,Q491,Ella Sophia Armitage,1899,Ella S Armitage,Proceedings of the Society of Antiquaries of Scotland,Proceedings of the Society of Antiquaries of Scotland,34,3184831,52227
1093,Q491,Ella Sophia Armitage,1895,Ella S Armitage,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,13,3035422,52227
1094,Q491,Ella Sophia Armitage,1906,Ella S Armitage,The Antiquary,The Antiquary,[1906],3139255,52227
1095,Q495,Mary Louisa Armitt,1906,Mary L Armitt,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,6,3194650,53453
1096,Q495,Mary Louisa Armitt,1908,Mary L Armitt,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,8,3194855,53453
1097,Q495,Mary Louisa Armitt,1911,Mary L Armitt,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,11,3195164,53453
1098,Q499,Henrietta Mary Auden,NA,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,6,3137253,43933
1099,Q499,Henrietta Mary Auden,1901,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,1,3148937,43933
1100,Q499,Henrietta Mary Auden,1904,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,4,3149054,43933
1102,Q499,Henrietta Mary Auden,1903,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,3,3149016,43933
1103,Q499,Henrietta Mary Auden,1903,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,3,3149015,43933
1104,Q499,Henrietta Mary Auden,NA,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,11,3137328,43933
1105,Q499,Henrietta Mary Auden,1904,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,4,3149034,43933
1106,Q499,Henrietta Mary Auden,1908,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,8,3149143,43933
1107,Q499,Henrietta Mary Auden,1905,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,5,3149065,43933
1108,Q499,Henrietta Mary Auden,1906,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,6,3149090,43933
1109,Q499,Henrietta Mary Auden,1892,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,4,3148846,43933
1110,Q499,Henrietta Mary Auden,NA,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,3,3137078,43933
1111,Q499,Henrietta Mary Auden,1903,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,3,3149004,43933
1112,Q499,Henrietta Mary Auden,1909,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,9,3149164,43933
1113,Q499,Henrietta Mary Auden,1909,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,9,3149180,43933
1114,Q499,Henrietta Mary Auden,NA,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,7,3137257,43933
1115,Q499,Henrietta Mary Auden,1906,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,6,3149089,43933
1116,Q499,Henrietta Mary Auden,1906,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,6,3149086,43933
1117,Q499,Henrietta Mary Auden,1909,Henrietta M Auden,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,9,3149162,43933
1118,Q500,Gertrude Austin,NA,Gertrude Austin,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,6,3141796,55402
1119,Q503,Mary Ellen Bagnall-Oakeley,1896,Mary Ellen Bagnall-Oakeley,Numismatic Chronicle,Numismatic Chronicle,16,3075377,53197
1120,Q503,Mary Ellen Bagnall-Oakeley,1895,Mary Ellen Bagnall-Oakeley,Proceedings of the Clifton Antiquarian Club,Proceedings of the Clifton Antiquarian Club,3,3145546,53197
1121,Q503,Mary Ellen Bagnall-Oakeley,1899,Mary Ellen Bagnall-Oakeley,Monmouthshire and Caerleon Antiquarian Association Proceedings,Monmouthshire and Caerleon Antiquarian Association Proceedings,1899,3150724,53197
1122,Q503,Mary Ellen Bagnall-Oakeley,NA,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,11,3064322,53197
1123,Q503,Mary Ellen Bagnall-Oakeley,1892,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,16,3064400,53197
1124,Q503,Mary Ellen Bagnall-Oakeley,1890,Mary Ellen Bagnall-Oakeley,Numismatic Chronicle,Numismatic Chronicle,10,3075585,53197
1125,Q503,Mary Ellen Bagnall-Oakeley,1895,Mary Ellen Bagnall-Oakeley,Proceedings of the Clifton Antiquarian Club,Proceedings of the Clifton Antiquarian Club,3,3145547,53197
1126,Q503,Mary Ellen Bagnall-Oakeley,1892,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,16,3064399,53197
1127,Q503,Mary Ellen Bagnall-Oakeley,1903,"Mary Ellen Bagnall-Oakeley
                                                William Bazeley",Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,25,3064549,53197
1128,Q503,Mary Ellen Bagnall-Oakeley,1891,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,15,3064386,53197
1129,Q503,Mary Ellen Bagnall-Oakeley,NA,Mary Ellen Bagnall-Oakeley,Proceedings of the Clifton Antiquarian Club,Proceedings of the Clifton Antiquarian Club,2,3145489,53197
1130,Q503,Mary Ellen Bagnall-Oakeley,NA,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,6,3064690,53197
1131,Q503,Mary Ellen Bagnall-Oakeley,1895,Mary Ellen Bagnall-Oakeley,Proceedings of the Clifton Antiquarian Club,Proceedings of the Clifton Antiquarian Club,3,3145548,53197
1132,Q503,Mary Ellen Bagnall-Oakeley,1885,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,9,3064253,53197
1133,Q503,Mary Ellen Bagnall-Oakeley,1886,Mary Ellen Bagnall-Oakeley,Archaeologia Cambrensis,Archaeologia Cambrensis,41,3049914,53197
1134,Q503,Mary Ellen Bagnall-Oakeley,1862,Mary Ellen Bagnall-Oakeley,Numismatic Chronicle,Numismatic Chronicle,2,3076303,53197
1135,Q503,Mary Ellen Bagnall-Oakeley,NA,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,14,3064376,53197
1136,Q503,Mary Ellen Bagnall-Oakeley,1894,Mary Ellen Bagnall-Oakeley,Transactions of the Bristol and Gloucestershire Archaeological Society,Transactions of the Bristol and Gloucestershire Archaeological Society,18,3064429,53197
1137,Q507,Margaret Sefton-Jones,1918,Margaret Sefton-Jones,Friends Historical Society Journal,Friends Historical Society Journal,15,3132278,41462
1138,Q535,Dora Bailey,1905,Dora Bailey,Folklore,Folklore,16,3112771,48854
1139,Q536,Annie Abram,1915,Annie Abram,The Archaeological Journal,The Archaeological Journal,72,3179394,41262
1140,Q536,Annie Abram,NA,Annie Abram,Economic Journal,Economic Journal,26,3131976,41262
1141,Q537,Henrietta Lucy Elizabeth Garbett,NA,H L E Garbett,North Staffordshire Field Club Annual Report and Transactions,North Staffordshire Field Club Annual Report and Transactions,58,3134777,42828
1142,Q540,Edith Henderson,1915,Edith Henderson,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,2,3043431,45562
1143,Q569,Margaret Alice Murray,1904,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,26,3141581,36701
1144,Q569,Margaret Alice Murray,1955,"Margaret A Murray
                                                J R Garrood",Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,48,3199901,36701
1145,Q569,Margaret Alice Murray,1898,Margaret A Murray,Proceedings of the Society of Antiquaries of Scotland,Proceedings of the Society of Antiquaries of Scotland,33,3184812,36701
1146,Q569,Margaret Alice Murray,1934,Margaret A Murray,Journal of the Royal Anthropological Institute,Journal of the Royal Anthropological Institute,64,3125534,36701
1147,Q569,Margaret Alice Murray,1955,Margaret A Murray,Folklore,Folklore,"66
                                        
                                        
                                            (4)",3112581,36701
1148,Q569,Margaret Alice Murray,1909,Margaret A Murray,Liverpool Annals of Archaeology and Anthropology,Liverpool Annals of Archaeology and Anthropology,1,3139907,36701
1149,Q569,Margaret Alice Murray,1917,Margaret A Murray,Folklore,Folklore,28,3112892,36701
1150,Q569,Margaret Alice Murray,1903,Margaret A Murray,Proceedings of the Royal Irish Academy,Proceedings of the Royal Irish Academy,8,3057940,36701
1151,Q569,Margaret Alice Murray,1907,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,29,3141689,36701
1152,Q569,Margaret Alice Murray,1906,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,28,3141642,36701
1153,Q569,Margaret Alice Murray,1908,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,30,3145871,36701
1154,Q569,Margaret Alice Murray,1896,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,17,3145836,36701
1155,Q569,Margaret Alice Murray,1897,Margaret A Murray,Proceedings of the Society of Biblical Archaeology,Proceedings of the Society of Biblical Archaeology,19,3141304,36701
1156,Q569,Margaret Alice Murray,1921,Margaret A Murray,Proceedings of the Society of Antiquaries of Scotland,Proceedings of the Society of Antiquaries of Scotland,56,3185404,36701
1157,Q569,Margaret Alice Murray,1920,Margaret A Murray,Folklore,Folklore,31,3112893,36701
1164,Q57,Rose Graham,1930,Rose Graham,The Archaeological Journal,The Archaeological Journal,87,3179596,25645
1165,Q57,Rose Graham,1952,Rose Graham,Journal of the British Archaeological Association,Journal of the British Archaeological Association,15,3097859,25645
1166,Q57,Rose Graham,NA,"Rose Graham
                                                Alfred W Clapham",Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,11,3137330,25645
1167,Q57,Rose Graham,1921,Rose Graham,The Archaeological Journal,The Archaeological Journal,78,3179477,25645
1168,Q57,Rose Graham,1945,Rose Graham,Journal of the British Archaeological Association,Journal of the British Archaeological Association,10,3097762,25645
1169,Q57,Rose Graham,1940,"Rose Graham
                                                Hugh S Braun",Journal of the British Archaeological Association,Journal of the British Archaeological Association,5,3098386,25645
1170,Q57,Rose Graham,NA,Rose Graham,Southend-on-Sea and District Antiquarian and Historical Society Transactions,Southend-on-Sea and District Antiquarian and Historical Society Transactions,1,3137781,25645
1171,Q57,Rose Graham,NA,Rose Graham,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,9,3137292,25645
1172,Q57,Rose Graham,1948,Rose Graham,Journal of the British Archaeological Association,Journal of the British Archaeological Association,11,3097785,25645
1173,Q57,Rose Graham,1952,"Rose Graham
                                                Ralegh A Radford",Transactions of the Devonshire Association,Transactions of the Devonshire Association,84,3044236,25645
1174,Q57,Rose Graham,1927,Rose Graham,The Archaeological Journal,The Archaeological Journal,84,3179553,25645
1175,Q57,Rose Graham,1931,Rose Graham,Surrey Archaeological Collections,Surrey Archaeological Collections,39,3181615,25645
1176,Q57,Rose Graham,NA,Rose Graham,Society of Comparative Legislation Journal,Society of Comparative Legislation Journal,17,3137426,25645
1177,Q57,Rose Graham,1904,Rose Graham,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,18,3146308,25645
1178,Q57,Rose Graham,1903,Rose Graham,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,17,3146302,25645
1179,Q57,Rose Graham,1926,"Rose Graham
                                                Alfred W Clapham",Archaeologia,Archaeologia,75,3105801,25645
1180,Q57,Rose Graham,1926,Rose Graham,The Archaeological Journal,The Archaeological Journal,83,3179536,25645
1181,Q60,Nina Frances Layard,1915,Nina F Layard,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,2,3043414,39886
1183,Q60,Nina Frances Layard,1907,Nina F Layard,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,"11
                                        
                                        
                                            (3)",3199177,39886
1184,Q60,Nina Frances Layard,1927,Nina F Layard,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,7,3004343,39886
1185,Q60,Nina Frances Layard,NA,Nina F Layard,Journal of the Royal Anthropological Institute,Journal of the Royal Anthropological Institute,33,3135723,39886
1186,Q60,Nina Frances Layard,1902,Nina F Layard,Journal of the Anthropological Institute,Journal of the Royal Anthropological Institute,32,3140761,39886
1187,Q60,Nina Frances Layard,1906,Nina F Layard,Journal of the Anthropological Institute,Journal of the Royal Anthropological Institute,36,3140577,39886
1188,Q60,Nina Frances Layard,1906,Nina F Layard,Archaeologia,Archaeologia,60,3105643,39886
1189,Q60,Nina Frances Layard,1907,Nina F Layard,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,13,3146030,39886
1190,Q60,Nina Frances Layard,1925,Nina F Layard,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,5,3004316,39886
1192,Q60,Nina Frances Layard,NA,Nina F Layard,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,17,3118983,39886
1193,Q60,Nina Frances Layard,1905,Nina F Layard,Journal of the Anthropological Institute,Journal of the Royal Anthropological Institute,"35
                                        
                                        
                                            (1)",3140820,39886
1194,Q60,Nina Frances Layard,1904,Nina F Layard,The Archaeological Journal,The Archaeological Journal,61,3179146,39886
1195,Q60,Nina Frances Layard,1910,Nina F Layard,The Archaeological Journal,The Archaeological Journal,67,3179282,39886
1196,Q60,Nina Frances Layard,1909,Nina F Layard,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,22,3005287,39886
1197,Q60,Nina Frances Layard,1899,Nina F Layard,The Archaeological Journal,The Archaeological Journal,56,3179040,39886
1198,Q60,Nina Frances Layard,1919,Nina F Layard,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,3,3043461,39886
1199,Q60,Nina Frances Layard,1900,Nina F Layard,Proceedings of the Suffolk Institute of Archaeology and Natural History,Proceedings of the Suffolk Institute of Archaeology and Natural History,10,3145968,39886
1200,Q60,Nina Frances Layard,1899,Nina F Layard,The Archaeological Journal,The Archaeological Journal,56,3179037,39886
1201,Q60,Nina Frances Layard,1910,Nina F Layard,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,"14
                                        
                                        
                                            (3)",3199289,39886
1202,Q60,Nina Frances Layard,1919,Nina F Layard,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,3,3043464,39886
1203,Q60,Nina Frances Layard,1919,Nina F Layard,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,3,3043474,39886
1204,Q606,Margaret Stokes,1900,Margaret Stokes,The Archaeological Journal,The Archaeological Journal,57,3179065,47246
1205,Q606,Margaret Stokes,NA,Margaret Stokes,Journal of the Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,1,3143469,47246
1206,Q606,Margaret Stokes,1871,Margaret Stokes,Archaeologia,Archaeologia,43,3149826,47246
1207,Q606,Margaret Stokes,1882,Margaret Stokes,Archaeologia,Archaeologia,47,3149906,47246
